image_path,label,prob_malignant,partition,box_x0,box_y0,box_x1,box_y1,box_method,cam_mass_outside_sector,sector_area_outside,peak_outside_sector,status,pred,outcome
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\173.JPG,1,0.0714300200343132,val,0.125,0.10144927536231885,0.8104395604395604,0.6403162055335968,detected,0.564764085150269,0.6255580357142857,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\34.JPG,0,1.561427751539668e-07,val,0.12,0.12,0.88,0.9,fallback,0.7256084444733892,0.3966836734693877,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\96.JPG,0,6.698043580399826e-05,val,0.140625,0.08854166666666667,0.857421875,0.9505208333333334,detected,0.3303084434881211,0.3736447704081632,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\125.JPG,0,3.680957161122933e-05,val,0.140625,0.08854166666666667,0.857421875,0.9505208333333334,detected,0.4161086753095347,0.3736447704081632,False,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\203.JPG,1,0.9999074935913086,val,0.0478515625,0.13932291666666666,0.986328125,0.7421875,detected,0.171834007480681,0.428093112244898,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\135.JPG,0,0.0053604785352945,val,0.06936813186813187,0.10498687664041995,0.7740384615384616,0.6942257217847769,detected,0.7685316593165851,0.5785435267857143,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\182.JPG,1,4.962022792653897e-09,val,0.0885989010989011,0.10498687664041995,0.7760989010989011,0.8622047244094488,detected,0.6597311571551854,0.4717594068877551,True,ok,0,FN
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\130.JPG,0,0.0461993180215358,val,0.1304945054945055,0.10498687664041995,0.7774725274725275,0.7650918635170604,detected,0.3504197516836684,0.5664461096938775,True,ok,1,FP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\210.JPG,1,0.0033812033943831,val,0.17925824175824176,0.24671916010498687,0.8379120879120879,0.7532808398950132,detected,0.6777899080117199,0.6637436224489797,True,ok,0,FN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\212.JPG,1,0.6283003091812134,val,0.09684065934065934,0.10144927536231885,0.7912087912087912,0.530961791831357,detected,0.8320099557116573,0.6964883609693877,True,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\22.JPG,0,0.0796814709901809,val,0.16790490341753342,0.09090909090909091,0.8402674591381872,0.8168449197860963,detected,0.3808246377446476,0.5062181122448979,False,ok,1,FP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\220.JPG,1,0.0509064123034477,val,0.17513736263736263,0.09580052493438321,0.7864010989010989,0.7821522309711286,detected,0.3743611869588944,0.5737005739795918,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\73.JPG,1,0.9988768696784972,val,0.12,0.12,0.88,0.9,fallback,0.1957699031965831,0.3966836734693877,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\157.JPG,0,0.0017103846184909,val,0.13736263736263737,0.12433862433862433,0.8461538461538461,0.8359788359788359,detected,0.4907086027112567,0.4866071428571429,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\13.JPG,1,0.0001868801773525,val,0.15158730158730158,0.1367419738406659,0.7206349206349206,0.6967895362663495,detected,0.7642896864560119,0.6734893176020409,True,ok,0,FN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\58.JPG,1,0.7501654624938965,val,0.13150074294205052,0.08155080213903744,0.8699851411589896,0.7887700534759359,detected,0.2113033559773341,0.4739716198979592,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\122.JPG,0,4.385025022202171e-06,val,0.068359375,0.140625,0.904296875,0.8958333333333334,detected,0.5113090140380139,0.3630420918367347,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\83.jpg,0,1.0635914024503812e-11,val,0.052884615384615384,0.36675461741424803,0.7994505494505495,0.8707124010554089,detected,0.8844728427291846,0.6160315688775511,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\145.JPG,1,0.4898109436035156,val,0.12,0.12,0.88,0.9,fallback,0.3390952044705908,0.3966836734693877,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\113.JPG,1,0.9045631885528564,val,0.12,0.12,0.88,0.9,fallback,0.1793459677098597,0.3966836734693877,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\40.JPG,1,0.0009432053775526,val,0.0634765625,0.20442708333333334,0.986328125,0.8984375,detected,0.2502718057109901,0.3522999043367347,False,ok,0,FN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\33.JPG,1,0.2949264943599701,val,0.0517578125,0.18098958333333334,0.986328125,0.8567708333333334,detected,0.2120656373622809,0.3638392857142857,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\149.JPG,0,0.2063914984464645,val,0.09821428571428571,0.20421607378129117,0.5473901098901099,0.8537549407114624,detected,0.8595594206402014,0.701171875,True,ok,1,FP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\151.JPG,1,0.9214463233947754,val,0.1649331352154532,0.08155080213903744,0.836552748885587,0.8716577540106952,detected,0.3029755867230946,0.4607780612244898,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\7.JPG,1,0.1134186312556266,val,0.12,0.12,0.88,0.9,fallback,0.1547773452266853,0.3966836734693877,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\29.JPG,0,0.4938283562660217,val,0.1649331352154532,0.26737967914438504,0.836552748885587,0.6577540106951871,detected,0.7558097719758148,0.7303890306122449,False,ok,1,FP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\154.JPG,1,0.0208204854279756,val,0.13150074294205052,0.08155080213903744,0.8699851411589896,0.839572192513369,detected,0.1384648702895101,0.4342713647959183,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\47.JPG,1,0.8578851819038391,val,0.12,0.12,0.88,0.9,fallback,0.2456367581639325,0.3966836734693877,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\46.JPG,0,0.2686349749565124,val,0.12,0.12,0.88,0.9,fallback,0.2988359563004451,0.3966836734693877,False,ok,1,FP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\181.JPG,1,0.0010868229437619,val,0.1092032967032967,0.10144927536231885,0.8207417582417582,0.8405797101449275,detected,0.115862565322656,0.4674744897959183,False,ok,0,FN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\53.JPG,1,0.0953488275408744,val,0.1649331352154532,0.08155080213903744,0.836552748885587,0.8181818181818182,detected,0.5008804411265102,0.4971301020408163,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\6.JPG,0,1.11785175249679e-05,val,0.068359375,0.140625,0.904296875,0.8971354166666666,detected,0.2166953359869563,0.3630420918367347,False,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\123.JPG,0,5.049194896855624e-06,test,0.0166015625,0.25390625,0.9853515625,0.9505208333333334,detected,0.3617154130141619,0.3178810586734694,False,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\120.JPG,0,0.0002921057457569,test,0.068359375,0.140625,0.904296875,0.9049479166666666,detected,0.1402853581562536,0.3555484693877551,False,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\143.JPG,0,4.871181772614364e-06,test,0.03502747252747253,0.10144927536231885,0.8269230769230769,0.7984189723320159,detected,0.7856672158431878,0.4399115114795918,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\167.JPG,1,0.0029287307988852,test,0.1201923076923077,0.10144927536231885,0.842032967032967,0.7444005270092227,detected,0.4380826472889418,0.5289580676020409,False,ok,0,FN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\198.JPG,1,0.6464077830314636,test,0.12,0.12,0.88,0.9,fallback,0.2907517416294305,0.3966836734693877,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\179.JPG,1,0.99972265958786,test,0.12,0.12,0.88,0.9,fallback,0.2280505014993691,0.3966836734693877,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\134.JPG,1,0.4569204449653625,test,0.1649331352154532,0.08155080213903744,0.836552748885587,0.7045454545454546,detected,0.397932329737963,0.5758928571428572,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\4.JPG,1,0.3472082912921905,test,0.1279296875,0.08854166666666667,0.9677734375,0.953125,detected,0.2684333180372654,0.2654854910714286,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\60.JPG,0,0.0963094308972358,test,0.30460624071322434,0.0855614973262032,0.7154531946508172,0.8636363636363636,detected,0.8539764878654763,0.6756417410714286,True,ok,1,FP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\32.JPG,1,0.4789034128189087,test,0.0390625,0.13932291666666666,0.986328125,0.90234375,detected,0.1699016003945956,0.2698501275510204,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\199.JPG,1,0.9986298084259032,test,0.15178571428571427,0.10498687664041995,0.7802197802197802,0.8398950131233596,detected,0.315055868335558,0.5302136479591837,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\53.JPG,0,8.099712012210603e-09,test,0.140625,0.08854166666666667,0.857421875,0.9505208333333334,detected,0.8080190147044154,0.3736447704081632,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\107.JPG,0,0.0021950753871351,test,0.11332417582417582,0.09788359788359788,0.8042582417582418,0.8465608465608465,detected,0.4022451733302075,0.4745695153061224,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\149.JPG,1,0.0016536264447495,test,0.1649331352154532,0.08155080213903744,0.836552748885587,0.5,detected,0.8587600277703249,0.7152423469387755,True,ok,0,FN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\209.JPG,1,0.9781850576400756,test,0.12,0.12,0.88,0.9,fallback,0.0676303870900615,0.3966836734693877,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\82.JPG,0,0.9999891519546508,test,0.15796703296703296,0.2450592885375494,0.8228021978021978,0.6403162055335968,detected,0.5103815457216454,0.7309470663265306,False,ok,1,FP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\124.JPG,1,0.3116638958454132,test,0.12,0.12,0.88,0.9,fallback,0.3135609204438047,0.3966836734693877,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\80.JPG,1,0.9923357367515564,test,0.12,0.12,0.88,0.9,fallback,0.1638041831666195,0.3966836734693877,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\95.JPG,1,0.0118674440309405,test,0.1300148588410104,0.09090909090909091,0.8952451708766717,0.6510695187165776,detected,0.5051441558326042,0.5680803571428572,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\94.JPG,1,0.9970295429229736,test,0.12,0.12,0.88,0.9,fallback,0.3696649726544456,0.3966836734693877,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\124.JPG,0,2.001390566874761e-05,test,0.068359375,0.140625,0.904296875,0.8958333333333334,detected,0.4742367682505789,0.3630420918367347,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\162.JPG,0,0.000826907751616,test,0.0126953125,0.13932291666666666,0.986328125,0.8984375,detected,0.291690181476496,0.2536471619897958,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\137.JPG,1,0.9999982118606568,test,0.1649331352154532,0.08155080213903744,0.836552748885587,0.5213903743315508,detected,0.5037897436051294,0.7000956632653061,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\70.jpg,0,1.2789373726729278e-10,test,0.12,0.12,0.88,0.9,fallback,0.6392016386685773,0.3966836734693877,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\8.JPG,1,0.6756972074508667,test,0.15158730158730158,0.13053892215568863,0.7206349206349206,0.6718562874251497,detected,0.3202287789462889,0.6863440688775511,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\143.JPG,1,0.9965755343437196,test,0.12,0.12,0.88,0.9,fallback,0.2447242689430762,0.3966836734693877,True,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\1.JPG,1,0.0143751800060272,test,0.0947265625,0.08854166666666667,0.90625,0.9505208333333334,detected,0.0570281700175834,0.2963169642857143,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\164.JPG,1,0.9164587259292604,test,0.1589895988112927,0.09090909090909091,0.87444279346211,0.6844919786096256,detected,0.5538675966810929,0.5700334821428572,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\24.JPG,0,4.1155606595566496e-05,test,0.12,0.12,0.88,0.9,fallback,0.7059317836709191,0.3966836734693877,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\133.JPG,0,5.932604835834354e-05,test,0.036401098901098904,0.09788359788359788,0.8063186813186813,0.7473544973544973,detected,0.4960290153715252,0.4931640625,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\70.JPG,1,0.9308635592460632,test,0.1612184249628529,0.09090909090909091,0.9205052005943536,0.5013368983957219,detected,0.5702457524626352,0.6830556441326531,True,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\160.JPG,0,0.2152256667613983,test,0.12,0.12,0.88,0.9,fallback,0.1972119338107529,0.3966836734693877,False,ok,1,FP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\45.JPG,0,0.8351431488990784,test,0.12,0.12,0.88,0.9,fallback,0.3951260317600014,0.3966836734693877,True,ok,1,FP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\114.JPG,0,7.058371556922793e-05,test,0.046875,0.08854166666666667,0.9404296875,0.9544270833333334,detected,0.2104764125933926,0.2188496492346938,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\83.JPG,1,0.9097872972488404,test,0.1649331352154532,0.08155080213903744,0.836552748885587,0.7179144385026738,detected,0.6678793039104309,0.5668048469387755,True,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\142.JPG,0,0.0140963662415742,test,0.09615384615384616,0.10144927536231885,0.7802197802197802,0.8616600790513834,detected,0.5462582571770327,0.4720982142857143,True,ok,1,FP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\105.JPG,0,1.9170490972442167e-08,test,0.12,0.12,0.88,0.9,fallback,0.8449934789286627,0.3966836734693877,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\65.JPG,1,0.9979918003082277,test,0.20950965824665677,0.08155080213903744,0.8053491827637445,0.6149732620320856,detected,0.7054030000369413,0.6771364795918368,True,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\52.JPG,1,0.0270993448793888,test,0.068359375,0.140625,0.904296875,0.8971354166666666,detected,0.2063454589122704,0.3630420918367347,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\148.JPG,0,5.761894044553628e-06,test,0.14697802197802198,0.10144927536231885,0.8722527472527473,0.7470355731225297,detected,0.9033270648450548,0.5227997448979591,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\66.JPG,0,0.4993215501308441,test,0.12,0.12,0.88,0.9,fallback,0.2054147397601906,0.3966836734693877,False,ok,1,FP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\165.JPG,1,0.9908654093742372,test,0.15603328710124825,0.11790878754171301,0.8349514563106796,0.6329254727474972,detected,0.6556052661829974,0.6439732142857143,True,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\72.JPG,1,0.6923672556877136,test,0.1411589895988113,0.20053475935828877,0.8090638930163447,0.7700534759358288,detected,0.5069363808385327,0.6117865114795918,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\175.JPG,1,0.9841970801353456,test,0.10326894502228826,0.09090909090909091,0.8907875185735513,0.7192513368983957,detected,0.2455392595193544,0.4990832270408163,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\132.JPG,1,0.6213731169700623,test,0.12481426448736999,0.11764705882352941,0.8402674591381872,0.7312834224598931,detected,0.5632720332207062,0.5544483418367347,True,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\78.JPG,1,0.9994787573814392,test,0.21693907875185736,0.08155080213903744,0.8811292719167905,0.8355614973262032,detected,0.4226541825891243,0.4917889030612244,True,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\10.JPG,0,5.370849294195068e-07,test,0.068359375,0.140625,0.904296875,0.8971354166666666,detected,0.4516825342713358,0.3630420918367347,False,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\191.JPG,1,0.0402722805738449,test,0.12,0.12,0.88,0.9,fallback,0.1857817659260706,0.3966836734693877,True,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\77.JPG,1,0.994289755821228,test,0.12,0.12,0.88,0.9,fallback,0.1303440872590553,0.3966836734693877,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\38.JPG,1,0.9985737800598145,test,0.12,0.12,0.88,0.9,fallback,0.2040642881888946,0.3966836734693877,False,ok,1,TP
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\42.JPG,1,0.0023336866870522,test,0.033203125,0.13932291666666666,0.986328125,0.8984375,detected,0.2009667128480133,0.2706871811224489,False,ok,0,FN
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\132.JPG,0,0.0540224350988864,test,0.23076923076923078,0.22924901185770752,0.845467032967033,0.8616600790513834,detected,0.6000391870596311,0.6038544323979591,True,ok,1,FP
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\43.JPG,0,0.0050827129743993,test,0.1649331352154532,0.08155080213903744,0.836552748885587,0.8716577540106952,detected,0.6926592314936788,0.4607780612244898,True,ok,0,TN
D:\Thyroid-BHI-26\data\Ultrasound images of papillary thyroid carcinoma\185.JPG,1,7.73345334437181e-07,test,0.3008241758241758,0.2740447957839262,0.8715659340659341,0.8708827404479579,detected,0.8332291472383442,0.6529217155612245,True,ok,0,FN
D:\Thyroid-BHI-26\data\Ultrasound images of benign thyroid lesions\67.JPG,0,2.3056058125803247e-05,test,0.1504120879120879,0.10498687664041995,0.7747252747252747,0.5787401574803149,detected,0.927313070797849,0.6993183992346939,True,ok,0,TN
